PRESCANCOMPENSATIONMONITOR,psr_maxdiff_psy,ave,abs.max,35,PS Roll Max Diff. PSY AVE,TRUE
PRESCANCOMPENSATIONMONITOR,psr_maxdiff_psy,3sigma,max,36,PS Roll Max Diff. PSY 3sigma,TRUE
PRESCANCOMPENSATIONMONITOR,psr_maxdiff_psr,ave,abs.max,37,PS Roll Max Diff. PS Roll AVE,TRUE
PRESCANCOMPENSATIONMONITOR,psr_maxdiff_psr,3sigma,max,38,PS Roll Max Diff. PS Roll 3sigma,TRUE
PRESCANCOMPENSATIONMONITOR,psp_maxdiff_psy,ave,abs.max,39,PS Pitch Max Diff. PSY AVE,TRUE
PRESCANCOMPENSATIONMONITOR,psp_maxdiff_psy,3sigma,max,40,PS Pitch Max Diff. PSY 3sigma,TRUE
PRESCANCOMPENSATIONMONITOR,psp_maxdiff_psp,ave,abs.max,41,PS Pitch Max Diff. PS Pitch AVE,TRUE
PRESCANCOMPENSATIONMONITOR,psp_maxdiff_psp,3sigma,max,42,PS Pitch Max Diff. PS Pitch 3sigma,TRUE
TiltMeasurementLog,flt,delta.abs.max,-99999999999999,1,FLT Delta Max,TRUE
TiltMeasurementLog,frt,delta.abs.max,-99999999999999,2,FRT Delta Max,TRUE
TiltMeasurementLog,blt,delta.abs.max,-99999999999999,3,BLT Delta Max,TRUE
TiltMeasurementLog,brt,delta.abs.max,-99999999999999,4,BRT Delta Max,TRUE
TiltMeasurementLog,pitching,ave,-99999999999999,5,Pitching AVE,TRUE
TiltMeasurementLog,pitching,delta.abs.max,-99999999999999,6,Pitching Delta Max,TRUE
TiltMeasurementLog,rolling,ave,-99999999999999,7,Rolling AVE,TRUE
TiltMeasurementLog,rolling,delta.abs.max,-99999999999999,8,Rolling Delta Max,TRUE
TiltMeasurementLog,torsion,ave,-99999999999999,9,Torsion AVE,TRUE
TiltMeasurementLog,torsion,delta.abs.max,-99999999999999,10,Torsion Delta Max,TRUE
